>>> abydos (Linux - v0.2.1 - July 11, 2020) - IMAGE (http://snisurset.net/code/abydos/news.html)
Image format	MIME type(s)	Extension(s)	Supported by abydos	Supported by gdk-pixbuf	Supported by Deark	Supported by ImageMagick	Supported by FFmpeg
Nihilistic Object Description v7 (Vampire: The Masquerade - Redemption)	NOD	L / -	L / -	- / -	L / -	Gen. / -	Automatic	L ; L
Nihilistic Object Description v10 (StarCraft: Ghost)	NOD/3DMATERIALS.NSA	L / -	L / -	- / -	L / -	Gen. / -	Automatic	L ; -
Nine Dragons Awaken	X3D	L / -	L / -	- / -	L / -	Gen. / -	Automatic	- ; L
Nitroplus (SoniComi)	MDL	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Nitroplus (More! SoniComi)	MDL	L / -	L / -	- / -	L / -	Gen. / -	MTFS	/
Nocturne Engine ASCII	KFM	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Now3D Object	NOB	L /	L /	/	/	/	-	-
Now3D Scene	NSC	L / S	L /	/	/	/	-	-
NTT Engine (LEGO Star Wars: The Skywalker Saga)	MODEL	L / -	- / -	- / -	L / -	Gen. / -	MTFS	/
NUAGES (with slice/HPGL save option)	CNT	L / -	- / -	- / -	- / -	- / -	-	-
ObEd	OBJ	L / -	- / -	- / -	- / -	- / -	-	-
Object File Format [OFF]	OFF	L / S	- / -	/	- / -	- / -	/	/
ObjectView	3DO	L / S	- / -	- / -	- / -	- / -	-	-
Ogopogo	3DC;3DD	L /	- /	- / -	/	/	/	/
Ogre ASCII	XML/MATERIAL	L / S	L / S	L / S	L / S	Gen. / Gen.	Automatic	/
Ogre Binary	MESH/MATERIAL	L /	L /	L /	L /	Gen. /	Automatic	/
"Oldskool Trippin" Demo	DBV	L / S	- / -	- / -	- / -	- / -	-	-
Oleg's B3D format	B3D	L / -	L / -	- / -	L / -	/ -	/	/
Oleg's RWB format	RWB	L / S	- / -	- / -	- / -	- / -	-	-
OMSI - The Bus Simulator v1.00	O3D	L / S	L / S	- / -	L / S	G / G	Automatic	/
OneTwo3DO	3DP	L / -	L / -	- / -	L / -	L / -	Automatic	/
OneTwo3DO	ASE	L / -	L / -	- / -	L / -	L / -	Automatic	/
OneTwo3DO	TXT	L / -	- / -	- / -	- / -	- / -	-	-
OpenCAMLib	PY	- / S	- / -	- / -	- / -	- / -	-	-
OpenCTM (RAW compression)	CTM	L /	L /	L /	L /	Gen. /	Automatic	/
OpenFlight Scene Description Database	FLT	L /	- /	L /	L /	Gen. /	Checked	/
OpenFx	MFX	L /	L /	- / -	/	/	/	/
OpenGL 'C' code fragments	C	- / S	- / -	- / -	- / -	- / -	-	-
OpenJSCAD	JSCAD	- / S	- / -	- / -	- / -	Gen. / -	-	-
Openplane	LOD	L / -	- / -	- / -	L / -	Gen. / -	/	/
OpenSCAD	SCAD	- / S	- / -	- / -	- / -	Gen. / -	-	-
Open Universe	BMF	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
OpenZone	MSH; SCN	L /	L /	- /	L /	L /	Automatic	/
Operation Flashpoint (MLOD)	P3D	L / -	L / -	- / -	L / -	Gen. / -	Checked	/
Orbiter Space Flight Simulator	MSH	L /	L /	- /	L /	Gen. /	Automatic	/
Orion Engine v1 (The Stalin Subway; The Stalin Subway: The Red Veil)	MSH	L / -	- / -	- / -	L / -	Gen. / -	MTFS	/
OrthoModel	ORT	L / -	- / -	- / -	- / -	- / -	-	-
Outrage Object Format (Descent 3)	OOF	L / -	- / -	- / -	L / -	L / -	Checked	/
Outrage Room Format	ORF	L / S	- / -	- / -	- / -	- / S	/	/
oZone3D	XML	L /	L /	- /	L /	Gen. /	Automatic	/
PAGErender 3D	FAC	L / S	L / S	- / -	- / -	- / -	-	-
Painkiller	PKMDL	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Painter 3D	P3D	L /	L /	- / -	L /	/	/	/
Panda3D	EGG	L / -	L / -	- / -	L / -	Gen. / -	Checked	/
Panorama	RT	- / S	- / -	/	- / -	- / -	-	-
Panzer Elite	RRF	L / -	/ -	- / -	- / -	- / -	-	-
Path of Exile	SMD/SM/MAT	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Patrick Flynn's Poly Format	POLY	L / S	- / -	- / -	- / -	- / -	-	-
PC Crash ASCII	IN	L / -	L / -	- / -	- / -	- / -	-	-
Peak3D	ASC	L /	L /	- / -	- / -	- / -	-	-
Pepakura Designer v2 ASCII	PDO	L /	L /	- / -	L /	L /	MTFS	/
Perfect World	BMD	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Perfect World	MOX	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Perfect World	SKI/BON	L / -	L / -	- / -	L / -	Gen. / -	Checked	L ;
PGM	PGM	L / -	- / -	- / -	- / -	- / -	-	-
Pixel 3D	PXL	L / -	- / -	- / -	- / -	- / -	-	-
PlantStudio	PLA	L / -	- / -	- / -	- / -	- / -	-	-
PlantStudio	TDO	L / S	- / -	- / -	- / -	- / -	-	-
PLG	PLG	- / S	/	- / -	- / -	- / -	-	-
PLY2	PLY2	L / S	- / -	- / -	- / -	- / -	-	-
PMesh (University of Edinburgh)	OBJ	L / S	- / -	- / -	- / -	- / -	-	-
Point Orientation Tool (POT)	PWN	- / S	- / -	- / -	- / -	- / -	-	-
Poisson Surface Reconstructor ASCII	NPTS	L / S	- / -	- / -	- / -	- / -	-	-
Poisson Surface Reconstructor Binary	BNPTS	L / S	- / -	- / -	- / -	- / -	-	-
PolyCAD	POL	L / S	L / -	- / -	- / -	- / -	-	-
PolyCAD (3D Polygon)	GEO	L / S	- / -	- / -	- / -	- / -	-	-
PolyCAD (3D Polyline)	GEO	L / S	- / -	- / -	- / -	- / -	-	-
Polygon File Format (Stanford) ASCII	PLY	L / S	- / -	L / S	/	/	/	/
Polygon File Format (Stanford) Binary	PLY	L / S	L / S	L /	/	/	/	/
Polygons	RAW	L / S	- / -	- / -	- / -	- / -	-	-
PolyRay	PI	- / S	- / -	/	- / -	- / -	-	-
Poser Prop	PP2	L /	L /	- / -	L /	L /	/	/
POVLAB Lathe	LTH	L / -	- / -	- / -	- / -	- / -	-	-
POVLAB Scene	SCN	- / S	/	/	- / -	- / -	-	-
POV-Ray ASCII /triangles only/	POV	- / S	- / -	/	- / -	- / -	-	-
POV-Ray Binary	POB	L / -	- / -	- / -	/	/	/	/
Power Render	PRO	L / -	L / -	- / -	L / -	L / -	MTFS	/
ppModeler Text	3DT	L / -	- / -	- / -	- / -	- / -	-	-
Prince of Persia 3D	K2A	L / S	L / S	L /	L / S	L / S	Automatic	/
Prism3D Engine (American Truck Simulator: Wyoming, Euro Truck Simulator)	PMG/PMD/MAT/TOBJ	L / -	L / -	L /	Gen. / -	L / -	Automatic	/
Prisms ASCII	POLY	L / S	- / -	- / -	- / -	- / -	-	-
Prisms Binary	BPOLY	L / S	L / S	L /	L / -	Gen. / -	/	/
PRO/Engineer render	SLP	L / S	L / S	- / -	- / -	- / -	-	-
Protein Data Bank	PDB,ENT	L / -	L / -	- / -	- / -	- / -	-	-
ProtoCad 3D Numeric Value	VAL	L! / S	- / -	- / -	- / -	- / -	-	-
Psychonauts	PLB	L / -	L / -	- / -	L / -	Gen. / -	MTFS	/
PV3D	TXT	L / S	L / S	- / -	- / -	- / -	-	-
Qhull Mathematica	M	L / S	- / -	/	- / -	- / -	-	-
Qhull OFF	TXT	L / S	- / -	/	- / -	- / -	-	-
QQXY	SKEM	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
QQXY	SM	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Quake Model	MDL	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Quake Pack	PAK	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Quake II. Model	MD2	L / -	- / -	- / -	L / -	L / -	Automatic	/
Quake II. Pack	PAK	L / -	- / -	- / -	L / -	L / -	MTFS	/
Quake III. Model	MD3	L / -	- / -	- / -	L / -	Gen. / -	MTFS	/
quick3D Object	Q3O	L /	- /	- / -	/	/	/	/
quick3D Scene	Q3S	L /	- /	- / -	/	/	/	/
QuickDraw 3D ASCII Mesh	A3D	- / S	- / -	/	- / -	- / -	-	-
QuickDraw 3D Binary Mesh	3DMF	L / S	- / -	- / -	L / -	Gen. / -	MTFS	-
QuickSilver Engine (Moonlight Blade)	DAT;.DFONT	L / -	- / -	- / -	L / -	Gen. / -	MTFS	/
QuickSilver Engine (Moonlight Blade)	QSG	L / -	- / -	- / -	L / -	Gen. / -	MTFS	/
QuickSlice	SLC	L / -	- / -	- / -	- / -	- / -	-	-
R2: Reign of Revolution	RMB	L / -	L / -	- / -	L / -	Gen. / -	Automatic	L ; L
Race and Drift	M3D	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Racer	DOF	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Radiance	RAD	L / S	- / -	/	- / -	- / -	-	-
RadiosGL	MDL	L / S	- / -	- / -	/	/	/	/
RadiosGL	RGL	L / -	- / -	- / -	/ -	/ -	/	/
Radiosity	RADIO	L / S	L / S	- / -	- / -	- / -	-	-
Ragnarok	RSM	L / -	L / -	- / -	L / -	L / -	Automatic	/
Railroad Tycoon 3	3DP	L / -	- / -	- / -	L / -	L / -	MTFS	/
Railroad Tycoon 3	PK4/3DP	L / -	- / -	- / -	L / -	L / -	MTFS	/
RapidForm polygon faces data	FCS	L / S	- / -	L / S	- / -	- / -	-	-
Raster3D /triangles,spheres,cylinders only/	R3D	L / S	L / S	- / -	- / -	- / -	-	-
RAW Triangles	RAW	L / S	- / -	- / -	- / -	- / -	-	-
RAW Triangles, Fractint Color	RAW	L / S	L / S	- / -	- / -	- / -	-	-
Rayce	R	- / S	- / -	-	- / -	- / -	-	-
Ray Dream Designer /Polygons only/	R3D	L / -	L / -	- / -	- / -	- / -	-	-
RayLab	RL	L / S	- / -	/	- / -	- / -	-	-
RayLathe	DAT	L / -	- / -	/	- / -	- / -	-	-
RayShade	RAY	L / S	- / -	/	- / -	- / -	-	-
Reaction Engine (Chain Reaction) /single,non animated object only/	G3D	L / -	- / -	- / -	L / -	Gen. / -	Checked	/
Real 3D RPL	RPL	L! / S	- / S	/	- / -	- / -	-	-
RealFlow Binary Mesh	BIN	L / S	- / -	- / -	- / -	- / -	-	-
Realsoft 3D Javascript	JS	- / S	- / -	- / -	- / -	- / -	-	-
Redqueen Rendering Tool	RRT	L /	L /	- / -	- / -	- / -	-	-
RefLandscape Landscape	*	L / -	- / -	- / -	- / -	- / -	-	-
Reflections	R3D,R4D	L / -	- / -	- / -	- / -	- / -	-	-
Refractor Engine (Battlefield 1942; Battlefield Vietnam)	SM/RS	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Refractor Engine 2 (Battlefield 2142; Battlefield Heroes)	SKINNEDMESH	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Relic Entertainment	RGM	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
REND ASCII	ASC	L / S	- / -	- / -	- / -	- / -	-	-
REND BINARY	BIN	L / S	- / -	- / -	- / -	- / -	-	-
Render	SLP	L / S	L / S	- / -	- / -	- / -	-	-
RenderDotC	RDC	L / S	L / S	/	- / -	- / -	-	-
RenderMan	RIB	L / S	L / S	/	- / -	- / -	-	-
RenderMorphics ASCII	XOF	- / S	/	- / -	- / -	- / -	/	/
RenderMorphics Binary	XOF	L / S	L / -	- / -	- / -	- / -	/	/
RenderSoft VRML Editor	RSD	L / S	/	- / -	- / -	- / -	-	-
RenderStar	VOL	L / S	L / -	- / -	- / -	- / -	-	-
RenderWare Binary	DFF	L /	- /	L /	L /	Gen. /	/	/
RenderWare Script	RWX	L / S	L / S	- / -	- / -	- / -	-	-
Revolution3D Graphics Engine	DXE	L / S	- / -	- / -	L / S	L / S	Checked	/
Re-Volt	PRM	L / -	L / -	- / -	L / -	L / -	MTFS	/
Re-Volt	W	L / -	L / -	- / -	L / -	L / -	Automatic	-
RF Online	MSH	L / -	L / -	- / -	L / -	Gen. / -	Automatic	-
Rhinoceros (meshes only)	3DM	L / -	- / -	- / -	L / -	Gen. / -	/	/
Richard Burns Rally	SGC	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
RISA-3D (plates only)	R3D	L / -	- / -	- / -	- / -	- / -	-	-
ROBLOX ASCII Mesh 1.0	MESH	- / S	- / -	- / -	- / S	- / Gen.	-	-
ROBLOX Binary Mesh 2.0	MESH	L / -	- / -	- / -	L / -	Gen. / -	MTFS	/
Rocket Jockey	RWB	L / -	- / -	- / -	L / -	Gen. / -	MTFS	/
Rodin4D	BIN (from .R4S)	L / -	- / -	- / -	- / -	- / -	-	-
Rotater	TXT	- / S	- / -	/	- / -	- / -	-	-
Royal Quest	MESH	L / -	L / -	- / -	L / -	Gen. / -	Automatic	L ;
Rumble Fighter	NSX	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Rusty Hearts	MGM	L / -	L / -	- / -	L / -	Gen. / -	Automatic	L ; L
Rysk Your Life 2	R3S	L / S	L / S	- / -	L / S	Gen. / Gen.	Automatic	/
Rysk Your Life 2	Z3AM	L / S	- / -	- / -	L / S	Gen. / Gen.	MTFS	/
Rysk Your Life 2 (the save module needs the original .z3m file!)	Z3M/SKEL	L / S	L / -	- / -	L / S	Gen. / Gen.	Automatic	- / S ; - / S
Satellite Tool Kit (PolygonMesh only)	MDL	L / S	L / S	- / -	L /	Gen. /	Automatic	/
Scape	STM	L / -	- / -	/	- / -	- / -	-	-
Sced /without transformation/	BASE/SCN	L / -	L / -	/	- / -	- / -	-	-
Scene	DAT	L / S	L / S	/	- / -	- / -	-	-
Scions of Fate	MDL	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Scions of Fate	SKIN/BON	L / -	L / -	- / -	L / -	Gen. / -	Automatic	L ;
Sculpt 3D/4D Scene	SCENE	L / S	L / S	- / -	- / -	- / -	-	-
Sculpt 3D Script	SCRIPT	L / S	L / S	- / -	- / -	- / -	-	-
Sculpt 4D Script	SCRIPT	L / S	L / S	- / -	- / -	- / -	-	-
SDF (SubDivFormer) 3D	OM;SDF	L / -	L / -	- / -	- / -	- / -	/	/
SDF	SDF	L / -	- / -	- / -	L / -	L / -	/	/
Secret Agent Clank	COOKED	L / -	- / -	- / -	L / -	Gen. / -	-	-
Sega GT 2002	XMX	L / -	- / -	- / -	L / -	Gen. / -	MTFS	/
Serious Sam: The Second Encounter	MDL	L / -	L / -	- / -	- / -	- / -	-	-
SFS4 Soaring Simulator	DDD	L /	L /	- / -	L /	L /	Automatic	/
SGI Polyhedron	PHD	L / S	- / -	- / -	- / -	- / -	-	-
SGI Radiosity	GFO	L / -	- / -	L / -	- / -	- / -	-	-
Shade	SHD	L / S	- / -	/	- / -	- / -	-	-
Shadow Man	MSH	L / -	L / -	- / -	L / -	L / -	MTFS	/
Shaiya Online (the save module needs the original .3dc file!)	3DC	L / S	L / S	- / -	L / S	Gen. / Gen.	Automatic	L / S ; L / S
Shaiya Online	3DE	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Shaiya Online	3DO	L / S	L / S	- / -	L / S	Gen. / Gen.	Automatic	/
Shaiya Online	SMOD	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
ShiVa3D Engine (Dust: Offroad Racing)	MSH	L / -	- / -	- / -	L / -	Gen. / -	Checked	/
Showcase Ray-Tracer /Tris/Rects only/	SHW	L / S	L / S	/	- / -	- / -	/	/
Silo	SIA	L / -	L / -	- / -	L / -	L / -	Automatic	-
SilverScreen	SF	L / S	- / -	- / -	- / -	- / -	-	-
SIMM (Software for Interactive Musculoskeletal Modeling)	PHD	L / S	- / -	- / -	- / -	- / -	-	-
Simple 3D	3D	L / S	L / S	- / -	- / -	- / -	-	-
Simple File Format [SFF] /Polys only/	SCN	L / S	- / -	- / -	- / -	- / -	-	-
Sin	SAM/SBM	L / -	L / -	- / -	L / -	L / -	Automatic	/
Sin	SIN	L / -	- / -	- / -	L / -	L / -	/	/
Sin	PAK	L / -	- / -	- / -	L / -	L / -	/	/
Sins of a Solar Empire ASCII	MESH	L / -	L / -	- / -	L / -	Gen. / -	Automatic	L ;
Sins of a Solar Empire Binary	MESH	L / -	L / -	- / -	L / -	Gen. / -	Automatic	L ;
Sins of a Solar Empire 2	MESH/MESH_MATERIAL	L / -	L / -	- / -	L / -	Gen. / -	Checked	L ;
SKELETON 3D	3DB	- / S	- / -	/	- / -	- / -	-	-
sof3D	SOF	L / S	- / -	- / -	L /	L /	/	/
Soldier Front 1	LMA	L / -	L / -	- / -	L / -	Gen. / -	Automatic	L ;
Solid Dinamics ASCII	SDN	L / -	- / -	/	- / -	- / -	-	-
Softimage 3D ASCII Mesh	HRC	L / S	L / S	- / -	/	/	/	/
Softimage 3D Binary Mesh	HRC	L / S	- / -	- / -	/	/	/	/
Softimage XSI v1.x; v3.x ASCII	XSI	L / -	- / -	- / -	L / -	L / -	Checked	/
Sonalysts Combat Simulations (Dangerous Waters, Fleet Command)	J3D	L / -	L / -	- / -	L / -	L / -	Automatic	/
Southlogic Studio (Deer Hunter,Trophy Hunter)	J3D	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Spark Engine (Natural Selection 2)	MODEL/MATERIAL	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Spatial Data Modeling Language	SDML	L / S	L / S	- / -	- / -	- / -	-	-
SPOCK /triangles only/	SPO	L / S	L / S	- / -	- / -	- / -	-	-
SPX	SPX	L / -	L / -	- / -	L / -	/	/	/
SRAW Triangles	RAW	L / S	- / -	- / -	- / -	- / -	/	/
Starshine Legacy	PME	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Star Stable Online	PME	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Star Trek: StarFleet Command	MOD	L / -	L / -	- / -	L / -	L / -	Automatic	/
Star Wars: Battlefront	MSH	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Star Wars: Battlefront	TER	L / -	L / -	L / -	Gen. / -	Gen. / -	Automatic	/
Star Wars: Empire at War	ALO	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Star Wars: Galaxies	MGN/SHT	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Star Wars: Galaxies	MSH/SHT	L / -	- / -	- / -	L / -	Gen. / -	Automatic	/
Star Wars: Starfighter	MSH/MTL	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Star Wars: Starfighter /without transformation/	PMDL	L / -	L / -	- / -	/ -	/ -	/	/
Starshatter	MAG	L / -	L / -	- / -	/ -	/ -	/	/
StarShip Troopers (single object only)	SBM	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
"Start Me Up" Demo	HCR	L / S	- / -	- / -	- / -	- / -	/	/
Stefan Zerbst's ZFX format	ZFX	L /	L /	- /	L /	Gen. /	Automatic	/
Stereolithography ASCII	STL	L / S	- / -	- / -	- / -	- / -	-	-
Stereolithography BINARY	STL	L / S	- / -	- / -	- / -	- / -	-	-
StlView	SOL	L / S	L / -	- / -	- / -	- / -	-	-
Storm3D	SOD	L / -	- / -	- / -	L / -	L / -	Automatic	/
"strange feelings" Demo	OB3	L / S	- / -	- / -	/	/	/	/
Stratasys Genesys Xs (with slice/HPGL save option)	SSL	L / -	- / -	/	- / -	- / -	-	-
Strawberry Shortcake: The Sweet Dreams	INS	L / -	- / -	- / -	L / -	L / -	Checked	/
Strife	MODEL/MATERIAL	L / -	L / -	- / -	L / -	Gen. / -	Automatic	L ; L
Stripe	OBJF	- / S	- / -	/	/	/	/	/
Sunflow	SC	L /	L /	- / -	L /	Gen. /	Automatic	/
SUN "shaded"	DAT	L / S	- / -	/	- / -	- / -	-	-
Super3D	TXT	- / S	- / S	- / -	- / -	- / -	-	-
Superficie	SUP	- / S	/	/	/	/	-	-
"SUPER MEIZE-X32" 4K Intro	32D	L / -	- / -	- / -	L / -	Gen. / -	Checked	/
SuperViewer	SV	L / -	L / -	- / -	L / -	L / -	Automatic	/
SUPPA 3D Engine	GEM	L / S	- / -	/	- / -	- / -	-	-
Supreme Commander	SCM	L / -	- / -	- / -	L / -	Gen. / -	MTFS	/
Surface Evolver /simplex model only/	DMP	L / -	- / -	- / -	- / -	- / -	-	-
Surface Evolver /simplex model only/	FE	L / S	- / -	- / -	- / -	- / -	-	-
Surf Ice /uncompressed/	MZ3	L / S	- / -	L / S-	- / -	- / -	-	-
SURFMODL	SRF	L / S	L / -	- / -	- / -	- / -	-	-
SURFER ASCII Grid	GRD	L / -	- / -	- / -	- / -	- / -	-	-
SURFER Binary Grid	GRD	L / -	- / -	- / -	- / -	- / -	-	-
Surfstand Surface Data File	SDF	L / -	- / -	- / -	- / -	- / -	-	-
SurRender 3D	HX	L / -	- / -	- / -	L / -	L / -	Checked	/
Sutherland VW database	DAT	L / S	- / -	- / -	- / -	- / -	-	-
Sword and Romance	BMESH	L / -	- / -	- / -	L / -	Gen. / -	MTFS	L ; L
Table Top Racing	AMODEL	L / -	L / -	- / -	L / -	Gen. / -	Checked	/
Tachyon	DAT	L / S	L / S	/	- / -	- / -	-	-
Tales of Fantasy	SKEM	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Tales of Fantasy	SM	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Tales Runner	M1/PT1	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Tecnomatix ROBFACE /Composite Curve only/	RF	- / S	- / S	- / -	- / -	- / -	-	-
Tecnomatix ROBFACE /Facet Block only/	RF	L / S	- / -	- / -	- / -	- / -	-	-
Tecplot	TEC	- / S	- / -	- / -	- / -	- / -	-	-
TerraGear	ATG	L / -	- / -	- / -	L / -	Gen. / -	MTFS	/
Terminal Reality TRI Tools	S3D	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Terminator 3: War of the Machines	SCA	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Terragen /257*257/	TER	L / -	- / -	- / -	- / -	- / -	-	-
Terragen 2 (unprotected)	TGO	L / -	L / -	- / -	L / -	L / -	Automatic	-
TetGen	POLY	L / S	L / S	- / -	- / -	- / -	-	-
TetGen	SMESH	L / S	L / S	- / -	- / -	- / -	-	-
TexMesh3D	TRI	L / S	- / -	- / -	- / -	- / -	-	-
Textured Triangles	TRI	L / S	- / -	- / -	L / S	Gen. / -	MTFS	/
Thang Online	MSH	L / -	- / -	- / -	- / -	- / -	-	/
TheEngine (King's Bounty: Crossworlds)	BMA	L / -	L / -	- / -	L / -	Gen. / -	Automatic	L ;
TheEngine (King's Bounty: Crossworlds)	BMS	L / -	L / -	- / -	L / -	Gen. / -	Automatic	-
"The Friday Night" Demo	K3D	L /	L /	- / -	L /	Gen. / -	Automatic	/
The I of the Dragon	MSH	L /	L /	- / -	L /	Gen. / -	Automatic	L ;
The King of Fighters: World	SKIN/SKEL	L /	L /	- / -	L /	Gen. / -	Checked	L ;
The Last Dance	MESH	L / -	- / -	- / -	L / -	Gen. / -	MTFS	/
The Nebula Device 2 ASCII	N3D2	L / S	- / -	- / -	/	/	-	-
The Nebula Device 2 Binary	NVX2	L / -	- / -	- / -	L / -	Gen. / -	MTFS	/
The Thing	MSH	L / -	- / -	- / -	L / -	Gen. / -	MTFS	/
The Legend of the Condor Heroes	COL	L / -	- / -	- / -	- / -	- / -	-	/
The Legend of the Condor Heroes	MESH/MATERIAL	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
The Legend of Heroes: Trails in the Sky	_X3	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Third Wire Productions (Strike Fighters: Project 1; Strike Fighters 2)	HFD/INI	L / -	L / -	- / -	Gen. / -	Gen. / -	Automatic	-
Third Wire Productions (Strike Fighters: Project 1)	LOD	L / -	L / -	- / -	L / -	Gen. / -	Automatic	L ; -
Third Wire Productions (Strike Fighters 2)	LOD	L / -	L / -	- / -	L / -	Gen. / -	Automatic	L ; -
Third Wire Productions (Strike Fighters: Project 1)	SHD	L / -	- / -	- / -	- / -	- / -	-	-
Thread	3D	L / -	- / -	- / -	- / -	/	/	/
Three.js JSON v3 ASCII	JSON	- / S-	- / S-	- / -	- / S-	- / Gen.	Automatic	/
Tianji Online	MDX2	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Titan Quest	MSH	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
TNT Leibniz Universität Hannover	STP	L / S	- / -	- / -	- / -	- / -	-	-
Topocad Terrain Model	DTM	L / -	- / -	- / -	- / -	- / -	-	-
TOPOS	3DF	L / S	- / -	- / -	- / -	- / -	-	-
Total Air War	SH	L / -	- / -	- / -	- / -	- / -	-	-
Touhou Dokasuka	GSA	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
TPOLY	TPOLY	L / S	- / -	/	- / -	- / -	-	-
Trainz Mesh Importer	XML	/ S	/ S	- / -	/ S	/ Gen.	/	/
Traktor	TMX	L /	- /	- / -	/	/ -	/	/
Transport Fever	MSH/BLOB/MTL	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Treasure Planet: Battle at Procyon	MDB	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Triangles	TRI	L / S	L / S	- / -	- / -	- / -	-	-
Tsunami 2265	MODEL	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Trinigy Vision Engine (Arcania: Gothic 4; Grotesque Tactics: Evil Heroes; Orcs Must Die; Trapped Dead; Soul Worker)	VCOLMESH	L / -	- / -	- / -	- / -	- / -	-	-
Trinigy Vision Engine (Arcania: Gothic 4; Grotesque Tactics: Evil Heroes; Orcs Must Die; Trapped Dead; Soul Worker)	MODEL	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Trinigy Vision Engine (Arcania: Gothic 4; Grotesque Tactics: Evil Heroes; Orcs Must Die; Trapped Dead; Soul Worker)	VMESH	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Trinity Online	MMB	L / -	L / -	- / -	L / -	Gen. / -	Automatic	/
Triple Dash Garlic 3D Engine	NFT	L / S	L / S	- / -	L / S	L / S	Automatic	/
Turbo Silver	OBJ	L /	L /	- / -	- / -	- / -	-	-
Twelve Sky 2 (extracted *.SOBJECT file)	MDL	L / -	- / -	- / -	L / -	Gen. / -	MTFS	-
Twente Object	TOF	L /	- /	- / -	- / -	- / -	-	-
Tycoon City: New York	DM	L / -	- / -	L / -	L / -	Gen. / -	MTFS	/
Ultimate Ride	MX	L /	L /	- / -	L /	L /	Automatic	/
Unigine Engine (Oil Rush)	MESH	L / -	- / -	L / -	L / -	Gen. / -	MTFS	/
Unigraphics Facet	FAC	L / -	L / -	- / -	- / -	- / -	-	-
University of Minnesota Geometry Center data	TRI	L / S	- / -	- / -	- / -	- / -	-	-
Unreal	*_D.3D;*_A.3D	L /	- /	/	/	L / -	MTFS	/
Unreal Engine Skeletal Mesh	PSK	L / -	L / -	- / -	L / -	Gen. / -	MTFS	L / - ; L / -
UnrealEd	T3D	L / S	- / -	- / -	- / -	- / -	-	-
UnrealEd 3	T3D	L / S	- / -	- / -	/	/	/	/
V8 Challenge	XO	L /	- /	/	/	/	/	/
VDrift	JOE	L / -	L / -	- / -	L / -	L / -	Automatic	/
Vector Object	VO	L / S	- /	- / -	/	/	/	/
VectorWorks VectorScript	TXT	- / S	- / -	- / -	- / -	- / -	-	-
VersaCad 3D Complex Polygon	PLG	- / S	- / -	- / -	- / -	- / -	-	-
Vertex	VTX	L /	L /	- / -	L /	Gen. / -	Checked	/
Vertex 3D Model Assembler	V3D	L / S	L / S	- / -	/	/	/	/
Vertex ASCII	ASC	L / -	L / -	- / -	- / -	- / -	-	-
Vertex Buffer Object (Windows 8.0 Resource loading sample)	VBO	L / S	- / -	- / -	L / S	Gen. / Gen.	MTFS	-
